curriculum_track,skill_name,recommendation,generated_by,date_generated
CS Intelligent Systems,tomcat,Additional skill that could be added or strengthened: tomcat,auto_sbert_siamese_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,travis ci,Additional skill that could be added or strengthened: travis ci,auto_sbert_siamese_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,tsql,Additional skill that could be added or strengthened: tsql,auto_sbert_siamese_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,typescript,Additional skill that could be added or strengthened: typescript,auto_sbert_siamese_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,ubuntu,Additional skill that could be added or strengthened: ubuntu,auto_sbert_siamese_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,unit testing,Additional skill that could be added or strengthened: unit testing,auto_sbert_siamese_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,unix,Additional skill that could be added or strengthened: unix,auto_sbert_siamese_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,vb.net,Additional skill that could be added or strengthened: vb.net,auto_sbert_siamese_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,vba,Additional skill that could be added or strengthened: vba,auto_sbert_siamese_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,vertica,Additional skill that could be added or strengthened: vertica,auto_sbert_siamese_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,vlan,Additional skill that could be added or strengthened: vlan,auto_sbert_siamese_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,vmware,Additional skill that could be added or strengthened: vmware,auto_sbert_siamese_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,vpn,Additional skill that could be added or strengthened: vpn,auto_sbert_siamese_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,vue,Additional skill that could be added or strengthened: vue,auto_sbert_siamese_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,vue.js,Additional skill that could be added or strengthened: vue.js,auto_sbert_siamese_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,vulnerability scanning,Additional skill that could be added or strengthened: vulnerability scanning,auto_sbert_siamese_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,wan,Additional skill that could be added or strengthened: wan,auto_sbert_siamese_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,web services,Additional skill that could be added or strengthened: web services,auto_sbert_siamese_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,windows server,Additional skill that could be added or strengthened: windows server,auto_sbert_siamese_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,wireless lan,Additional skill that could be added or strengthened: wireless lan,auto_sbert_siamese_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,xgboost,Additional skill that could be added or strengthened: xgboost,auto_sbert_siamese_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,zabbix,Additional skill that could be added or strengthened: zabbix,auto_sbert_siamese_v1,2025-12-06T05:04:26.848884
CS Game Development,artificial intelligence,Critical industry skill not sufficiently covered: artificial intelligence,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,aws,Critical industry skill not sufficiently covered: aws,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,business intelligence,Critical industry skill not sufficiently covered: business intelligence,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,data analysis,Critical industry skill not sufficiently covered: data analysis,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,data analytics,Critical industry skill not sufficiently covered: data analytics,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,data warehouse,Critical industry skill not sufficiently covered: data warehouse,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,excel,Critical industry skill not sufficiently covered: excel,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,full stack,Critical industry skill not sufficiently covered: full stack,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,information security,Critical industry skill not sufficiently covered: information security,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,less,Critical industry skill not sufficiently covered: less,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,linux,Critical industry skill not sufficiently covered: linux,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,machine learning,Critical industry skill not sufficiently covered: machine learning,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,scala,Critical industry skill not sufficiently covered: scala,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,ssis,Critical industry skill not sufficiently covered: ssis,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,802.11,Additional skill that could be added or strengthened: 802.11,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,a/b testing,Additional skill that could be added or strengthened: a/b testing,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,ab testing,Additional skill that could be added or strengthened: ab testing,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,active directory,Additional skill that could be added or strengthened: active directory,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,activemq,Additional skill that could be added or strengthened: activemq,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,adf,Additional skill that could be added or strengthened: adf,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,advanced excel,Additional skill that could be added or strengthened: advanced excel,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,airflow,Additional skill that could be added or strengthened: airflow,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,aks,Additional skill that could be added or strengthened: aks,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,amazon web services,Additional skill that could be added or strengthened: amazon web services,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,angular,Additional skill that could be added or strengthened: angular,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,angular.js,Additional skill that could be added or strengthened: angular.js,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,angularjs,Additional skill that could be added or strengthened: angularjs,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,ansible,Additional skill that could be added or strengthened: ansible,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,apache,Additional skill that could be added or strengthened: apache,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,apache airflow,Additional skill that could be added or strengthened: apache airflow,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,apache nifi,Additional skill that could be added or strengthened: apache nifi,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,api development,Additional skill that could be added or strengthened: api development,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,application monitoring,Additional skill that could be added or strengthened: application monitoring,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,asp.net,Additional skill that could be added or strengthened: asp.net,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,asp.net core,Additional skill that could be added or strengthened: asp.net core,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,aws glue,Additional skill that could be added or strengthened: aws glue,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,azure,Additional skill that could be added or strengthened: azure,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,azure data factory,Additional skill that could be added or strengthened: azure data factory,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,azure sql,Additional skill that could be added or strengthened: azure sql,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,azure sql database,Additional skill that could be added or strengthened: azure sql database,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,backend,Additional skill that could be added or strengthened: backend,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,backup and recovery,Additional skill that could be added or strengthened: backup and recovery,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,bamboo,Additional skill that could be added or strengthened: bamboo,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,bash,Additional skill that could be added or strengthened: bash,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,batch processing,Additional skill that could be added or strengthened: batch processing,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,bayesian,Additional skill that could be added or strengthened: bayesian,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,bayesian modeling,Additional skill that could be added or strengthened: bayesian modeling,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,bdd,Additional skill that could be added or strengthened: bdd,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,beam,Additional skill that could be added or strengthened: beam,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,bgp,Additional skill that could be added or strengthened: bgp,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,big query,Additional skill that could be added or strengthened: big query,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,bigquery,Additional skill that could be added or strengthened: bigquery,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,bigtable,Additional skill that could be added or strengthened: bigtable,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,bitbucket,Additional skill that could be added or strengthened: bitbucket,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,c and c++,Additional skill that could be added or strengthened: c and c++,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,c/c++,Additional skill that could be added or strengthened: c/c++,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,cassandra,Additional skill that could be added or strengthened: cassandra,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,centos,Additional skill that could be added or strengthened: centos,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,chef,Additional skill that could be added or strengthened: chef,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,ci/cd,Additional skill that could be added or strengthened: ci/cd,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,circleci,Additional skill that could be added or strengthened: circleci,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,cisco ios,Additional skill that could be added or strengthened: cisco ios,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,cloud architecture,Additional skill that could be added or strengthened: cloud architecture,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,cloud security,Additional skill that could be added or strengthened: cloud security,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,cloud sql,Additional skill that could be added or strengthened: cloud sql,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,cloud storage,Additional skill that could be added or strengthened: cloud storage,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,cloudformation,Additional skill that could be added or strengthened: cloudformation,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,cognos,Additional skill that could be added or strengthened: cognos,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,collibra,Additional skill that could be added or strengthened: collibra,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,computer vision,Additional skill that could be added or strengthened: computer vision,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,configuration management,Additional skill that could be added or strengthened: configuration management,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,confluence,Additional skill that could be added or strengthened: confluence,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,continuous delivery,Additional skill that could be added or strengthened: continuous delivery,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,continuous deployment,Additional skill that could be added or strengthened: continuous deployment,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,continuous integration,Additional skill that could be added or strengthened: continuous integration,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,cosmos db,Additional skill that could be added or strengthened: cosmos db,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,couchbase,Additional skill that could be added or strengthened: couchbase,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,d3.js,Additional skill that could be added or strengthened: d3.js,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,data catalog,Additional skill that could be added or strengthened: data catalog,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,data cleaning,Additional skill that could be added or strengthened: data cleaning,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,data cleansing,Additional skill that could be added or strengthened: data cleansing,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,data extraction,Additional skill that could be added or strengthened: data extraction,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,data governance,Additional skill that could be added or strengthened: data governance,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,data ingestion,Additional skill that could be added or strengthened: data ingestion,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,data integration,Additional skill that could be added or strengthened: data integration,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,data lake,Additional skill that could be added or strengthened: data lake,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,data lakes,Additional skill that could be added or strengthened: data lakes,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,data lineage,Additional skill that could be added or strengthened: data lineage,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,data loading,Additional skill that could be added or strengthened: data loading,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,data mart,Additional skill that could be added or strengthened: data mart,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,data mining,Additional skill that could be added or strengthened: data mining,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,data pipeline,Additional skill that could be added or strengthened: data pipeline,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,data pipelines,Additional skill that could be added or strengthened: data pipelines,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,data preprocessing,Additional skill that could be added or strengthened: data preprocessing,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,data profiling,Additional skill that could be added or strengthened: data profiling,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,data quality,Additional skill that could be added or strengthened: data quality,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,data transformation,Additional skill that could be added or strengthened: data transformation,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,data validation,Additional skill that could be added or strengthened: data validation,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,data vault,Additional skill that could be added or strengthened: data vault,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,data visualization,Additional skill that could be added or strengthened: data visualization,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,data warehousing,Additional skill that could be added or strengthened: data warehousing,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,data wrangling,Additional skill that could be added or strengthened: data wrangling,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,database administration,Additional skill that could be added or strengthened: database administration,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,databricks,Additional skill that could be added or strengthened: databricks,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,datadog,Additional skill that could be added or strengthened: datadog,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,dax,Additional skill that could be added or strengthened: dax,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,db2,Additional skill that could be added or strengthened: db2,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,dbt,Additional skill that could be added or strengthened: dbt,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,deep learning,Additional skill that could be added or strengthened: deep learning,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,devops,Additional skill that could be added or strengthened: devops,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,dhcp,Additional skill that could be added or strengthened: dhcp,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,dimension table,Additional skill that could be added or strengthened: dimension table,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,dimensional modeling,Additional skill that could be added or strengthened: dimensional modeling,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,dimensional modelling,Additional skill that could be added or strengthened: dimensional modelling,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,distributed systems,Additional skill that could be added or strengthened: distributed systems,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,django,Additional skill that could be added or strengthened: django,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,dns,Additional skill that could be added or strengthened: dns,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,docker,Additional skill that could be added or strengthened: docker,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,dynamodb,Additional skill that could be added or strengthened: dynamodb,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,ec2,Additional skill that could be added or strengthened: ec2,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,eigrp,Additional skill that could be added or strengthened: eigrp,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,eks,Additional skill that could be added or strengthened: eks,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,elasticsearch,Additional skill that could be added or strengthened: elasticsearch,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,elk stack,Additional skill that could be added or strengthened: elk stack,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,elt,Additional skill that could be added or strengthened: elt,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,er modeling,Additional skill that could be added or strengthened: er modeling,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,etl,Additional skill that could be added or strengthened: etl,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,exploratory data analysis,Additional skill that could be added or strengthened: exploratory data analysis,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,express.js,Additional skill that could be added or strengthened: express.js,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,f5,Additional skill that could be added or strengthened: f5,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,fact table,Additional skill that could be added or strengthened: fact table,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,feature engineering,Additional skill that could be added or strengthened: feature engineering,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,firewall,Additional skill that could be added or strengthened: firewall,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,flask,Additional skill that could be added or strengthened: flask,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,flink,Additional skill that could be added or strengthened: flink,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,frontend,Additional skill that could be added or strengthened: frontend,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,full-stack,Additional skill that could be added or strengthened: full-stack,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,gcp,Additional skill that could be added or strengthened: gcp,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,gensim,Additional skill that could be added or strengthened: gensim,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,github,Additional skill that could be added or strengthened: github,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,gitlab,Additional skill that could be added or strengthened: gitlab,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,go,Additional skill that could be added or strengthened: go,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,go programming,Additional skill that could be added or strengthened: go programming,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,golang,Additional skill that could be added or strengthened: golang,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,google cloud,Additional skill that could be added or strengthened: google cloud,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,grafana,Additional skill that could be added or strengthened: grafana,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,graphql,Additional skill that could be added or strengthened: graphql,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,greenplum,Additional skill that could be added or strengthened: greenplum,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,group policy,Additional skill that could be added or strengthened: group policy,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,hadoop,Additional skill that could be added or strengthened: hadoop,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,hbase,Additional skill that could be added or strengthened: hbase,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,hibernate,Additional skill that could be added or strengthened: hibernate,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,hive,Additional skill that could be added or strengthened: hive,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,hyper-v,Additional skill that could be added or strengthened: hyper-v,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,hypothesis testing,Additional skill that could be added or strengthened: hypothesis testing,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,iaas,Additional skill that could be added or strengthened: iaas,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,icinga,Additional skill that could be added or strengthened: icinga,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,ids,Additional skill that could be added or strengthened: ids,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,indexing,Additional skill that could be added or strengthened: indexing,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,informatica,Additional skill that could be added or strengthened: informatica,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,informatica data quality,Additional skill that could be added or strengthened: informatica data quality,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,infrastructure monitoring,Additional skill that could be added or strengthened: infrastructure monitoring,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,integration testing,Additional skill that could be added or strengthened: integration testing,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,javascript,Additional skill that could be added or strengthened: javascript,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,jenkins,Additional skill that could be added or strengthened: jenkins,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,jira,Additional skill that could be added or strengthened: jira,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,jquery,Additional skill that could be added or strengthened: jquery,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,juniper,Additional skill that could be added or strengthened: juniper,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,jupyter,Additional skill that could be added or strengthened: jupyter,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,jupyter notebook,Additional skill that could be added or strengthened: jupyter notebook,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,k8s,Additional skill that could be added or strengthened: k8s,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,kafka,Additional skill that could be added or strengthened: kafka,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,kafka streams,Additional skill that could be added or strengthened: kafka streams,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,kanban,Additional skill that could be added or strengthened: kanban,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,keras,Additional skill that could be added or strengthened: keras,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,kibana,Additional skill that could be added or strengthened: kibana,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,kinesis,Additional skill that could be added or strengthened: kinesis,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,kotlin,Additional skill that could be added or strengthened: kotlin,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,kubernetes,Additional skill that could be added or strengthened: kubernetes,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,lambda,Additional skill that could be added or strengthened: lambda,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,laravel,Additional skill that could be added or strengthened: laravel,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,ldap,Additional skill that could be added or strengthened: ldap,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,lightgbm,Additional skill that could be added or strengthened: lightgbm,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,load balancer,Additional skill that could be added or strengthened: load balancer,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,log management,Additional skill that could be added or strengthened: log management,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,logstash,Additional skill that could be added or strengthened: logstash,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,looker,Additional skill that could be added or strengthened: looker,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,luigi,Additional skill that could be added or strengthened: luigi,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,mapreduce,Additional skill that could be added or strengthened: mapreduce,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,mariadb,Additional skill that could be added or strengthened: mariadb,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,master data management,Additional skill that could be added or strengthened: master data management,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,matlab,Additional skill that could be added or strengthened: matlab,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,matplotlib,Additional skill that could be added or strengthened: matplotlib,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,mdm,Additional skill that could be added or strengthened: mdm,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,mdx,Additional skill that could be added or strengthened: mdx,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,memcached,Additional skill that could be added or strengthened: memcached,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,message queue,Additional skill that could be added or strengthened: message queue,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,microservices,Additional skill that could be added or strengthened: microservices,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,microsoft office,Additional skill that could be added or strengthened: microsoft office,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,microsoft sql server,Additional skill that could be added or strengthened: microsoft sql server,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,microstrategy,Additional skill that could be added or strengthened: microstrategy,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,ml models,Additional skill that could be added or strengthened: ml models,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,model deployment,Additional skill that could be added or strengthened: model deployment,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
CS Game Development,model evaluation,Additional skill that could be added or strengthened: model evaluation,auto_sbert_siamese_v1,2025-12-06T05:04:27.286556
