curriculum_track,job_title,skill_name,similarity_score,status,model,computed_at
CS Intelligent Systems,Cloud Architect,paas,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Cloud Architect,front-end,1.0,match,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Cloud Architect,mongodb,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Cloud Architect,rabbitmq,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Cloud Architect,data lake,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Cloud Architect,lan,1.0,match,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Cloud Architect,less,1.0,match,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Cloud Architect,full stack,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Cloud Architect,python,1.0,match,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Cloud Architect,elt,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Cloud Architect,sqs,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Cloud Architect,beam,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Cloud Architect,data quality,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Cloud Architect,neo4j,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Cloud Architect,restful api,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Cloud Architect,logstash,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Cloud Architect,dns,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Cloud Architect,reactjs,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Cloud Architect,ec2,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Cloud Architect,elk stack,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Cloud Architect,backend,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Cloud Architect,sql queries,1.0,match,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Cloud Architect,scrum,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Cloud Architect,message queue,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Cloud Architect,matlab,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Cloud Architect,c/c++,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Cloud Architect,hadoop,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Cloud Architect,microsoft office,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Cloud Architect,wan,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Cloud Architect,iaas,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Cloud Architect,ubuntu,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Cloud Architect,mysql,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Cloud Architect,centos,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Cloud Architect,vue.js,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Cloud Architect,sap hana,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Cloud Architect,siem,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Cloud Architect,aws,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Cloud Architect,spring boot,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Cloud Architect,spark,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Cloud Architect,vpn,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Cloud Architect,design patterns,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Cloud Architect,asp.net,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Cloud Architect,tableau,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Cloud Architect,data pipelines,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Cloud Architect,ldap,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Cloud Architect,elasticsearch,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Cloud Architect,travis ci,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Cloud Architect,hibernate,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Cloud Architect,advanced excel,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Cloud Architect,kubernetes,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Cloud Architect,hive,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Cloud Architect,tdd,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Cloud Architect,azure,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Cloud Architect,angular,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Cloud Architect,eks,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Cloud Architect,unix,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Cloud Architect,apache,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Cloud Architect,google cloud,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Cloud Architect,git,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Cloud Architect,service oriented architecture,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Cloud Architect,ms office,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Cloud Architect,dynamodb,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Cloud Architect,ssas,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Cloud Architect,react.js,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Cloud Architect,nlp,1.0,match,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Cloud Architect,data lineage,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Cloud Architect,pl/sql,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Cloud Architect,ssis,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Cloud Architect,django,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Cloud Architect,vlan,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Cloud Architect,load balancer,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Cloud Architect,vertica,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Data and Analytics Manager,swift,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Data and Analytics Manager,database administration,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Data and Analytics Manager,data validation,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Data and Analytics Manager,pig,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Data and Analytics Manager,cassandra,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Data and Analytics Manager,ids,1.0,match,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Data and Analytics Manager,couchbase,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Data and Analytics Manager,docker,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Data and Analytics Manager,postgres,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Data and Analytics Manager,machine learning,1.0,match,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Data and Analytics Manager,excel,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Data and Analytics Manager,keras,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Data and Analytics Manager,teradata,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Data and Analytics Manager,web services,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Data and Analytics Manager,shell,1.0,match,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Data and Analytics Manager,t-sql,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Data and Analytics Manager,frontend,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Data and Analytics Manager,qlikview,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Data and Analytics Manager,r programming,1.0,match,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Data and Analytics Manager,jupyter notebook,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Data and Analytics Manager,express,1.0,match,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Data and Analytics Manager,redis,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Data and Analytics Manager,data visualization,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Data and Analytics Manager,microstrategy,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Data and Analytics Manager,data pipeline,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Data and Analytics Manager,vba,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Data and Analytics Manager,xgboost,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Data and Analytics Manager,deep learning,1.0,match,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Data and Analytics Manager,cognos,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Data and Analytics Manager,data analysis,1.0,match,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Data and Analytics Manager,redshift,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Data and Analytics Manager,spring,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Data and Analytics Manager,etl,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Data and Analytics Manager,data transformation,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Data and Analytics Manager,data ingestion,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Data and Analytics Manager,oracle,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Data and Analytics Manager,s3,1.0,match,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Data and Analytics Manager,data mart,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Data and Analytics Manager,data warehousing,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Data and Analytics Manager,recommendation systems,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Data and Analytics Manager,data cleaning,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Data and Analytics Manager,data vault,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Data and Analytics Manager,configuration management,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Data and Analytics Manager,jquery,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Data and Analytics Manager,system design,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Data and Analytics Manager,lambda,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Data and Analytics Manager,back-end,1.0,match,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Data and Analytics Manager,mdm,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Data and Analytics Manager,notebooks,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Data and Analytics Manager,active directory,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Data and Analytics Manager,ci/cd,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Data and Analytics Manager,agile,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Data and Analytics Manager,time series,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Data and Analytics Manager,distributed systems,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Data and Analytics Manager,vmware,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Data and Analytics Manager,statistics,1.0,match,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Data and Analytics Manager,presto,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Data and Analytics Manager,sql server,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Data and Analytics Manager,data integration,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Data and Analytics Manager,javascript,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Data and Analytics Manager,r,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Data and Analytics Manager,scala,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Data and Analytics Manager,software development lifecycle,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Data and Analytics Manager,jenkins,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Data and Analytics Manager,zabbix,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Data and Analytics Manager,pytorch,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Data and Analytics Manager,c++,1.0,match,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Data and Analytics Manager,data warehouse,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Data and Analytics Manager,informatica,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Data and Analytics Manager,perl,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Data and Analytics Manager,qlik,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Data and Analytics Manager,matplotlib,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Data and Analytics Manager,kanban,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Data and Analytics Manager,soa,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Data and Analytics Manager,bigquery,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Data and Analytics Manager,oltp,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Data and Analytics Manager,statistical modeling,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Data and Analytics Manager,business intelligence,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Data and Analytics Manager,snowflake schema,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Data and Analytics Manager,ssrs,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Data and Analytics Manager,splunk,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Data and Analytics Manager,amazon web services,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Data and Analytics Manager,mapreduce,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Data and Analytics Manager,puppet,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Data and Analytics Manager,olap,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Data and Analytics Manager,networking,1.0,match,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Data and Analytics Manager,unit testing,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Data and Analytics Manager,windows server,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Data and Analytics Manager,oop,1.0,match,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Data and Analytics Manager,indexing,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Data and Analytics Manager,ansible,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Data and Analytics Manager,soap,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Data and Analytics Manager,talend,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Data and Analytics Manager,storm,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Data and Analytics Manager,kafka,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Data and Analytics Manager,github,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Data and Analytics Manager,web development,1.0,match,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Data and Analytics Manager,nosql,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Data and Analytics Manager,react,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Data and Analytics Manager,model deployment,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Data and Analytics Manager,cybersecurity,1.0,match,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Data and Analytics Manager,java,1.0,match,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Data and Analytics Manager,cloud architecture,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Data and Analytics Manager,r language,1.0,match,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Data and Analytics Manager,natural language processing,1.0,match,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Data and Analytics Manager,data cleansing,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Data and Analytics Manager,er modeling,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Data and Analytics Manager,vue,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Data and Analytics Manager,virtualization,1.0,match,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Data and Analytics Manager,html,1.0,match,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Data and Analytics Manager,rails,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Data and Analytics Manager,kinesis,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Data and Analytics Manager,sas,1.0,match,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Data and Analytics Manager,data profiling,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Data and Analytics Manager,php,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Data and Analytics Manager,hbase,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Data and Analytics Manager,linux,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Data and Analytics Manager,looker,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Data and Analytics Manager,artificial intelligence,1.0,match,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Data and Analytics Manager,devops,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Data and Analytics Manager,ml models,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Data and Analytics Manager,data mining,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Data and Analytics Manager,master data management,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Data and Analytics Manager,snowflake,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Data and Analytics Manager,airflow,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Data and Analytics Manager,ips,1.0,match,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Data and Analytics Manager,star schema,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Data and Analytics Manager,chef,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Data and Analytics Manager,pentaho,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Data and Analytics Manager,gcp,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Data and Analytics Manager,sql scripting,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Data and Analytics Manager,tensorflow,1.0,match,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Data and Analytics Manager,microsoft sql server,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Data and Analytics Manager,data analytics,1.0,match,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Data and Analytics Manager,angularjs,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Data and Analytics Manager,power bi,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Data and Analytics Manager,object oriented programming,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Data and Analytics Manager,database design,1.0,match,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Data and Analytics Manager,db2,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Data and Analytics Manager,nifi,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Data and Analytics Manager,pyspark,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Data and Analytics Manager,saas,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Data and Analytics Manager,hypothesis testing,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Data and Analytics Manager,software engineering,1.0,match,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Data and Analytics Manager,tsql,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Data and Analytics Manager,sap bw,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Data and Analytics Manager,data governance,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Data and Analytics Manager,sql,1.0,match,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Data and Analytics Manager,css,1.0,match,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Data and Analytics Manager,backup and recovery,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Data and Analytics Manager,paas,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Data and Analytics Manager,front-end,1.0,match,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Data and Analytics Manager,mongodb,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Data and Analytics Manager,sap businessobjects,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Data and Analytics Manager,data lake,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Data and Analytics Manager,lan,1.0,match,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Data and Analytics Manager,data lakes,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Data and Analytics Manager,luigi,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Data and Analytics Manager,less,1.0,match,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Data and Analytics Manager,full stack,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Data and Analytics Manager,python,1.0,match,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Data and Analytics Manager,elt,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Data and Analytics Manager,data wrangling,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
CS Intelligent Systems,Data and Analytics Manager,data quality,0.0,gap,keyword_overlap_v1,2025-12-06T05:04:26.848884
