track,course_code,course_title,skill_name,relevance
CS Intelligent Systems,S-ITCS227LA,Platform Technologies (Laboratory),containerization tools,1
CS Intelligent Systems,S-ITCS215,Algorithms and Complexity,dynamic programming,2
CS Intelligent Systems,S-ITCS215,Algorithms and Complexity,specific algorithms,1
CS Intelligent Systems,S-ITCS215,Algorithms and Complexity,fundamental algorithm design techniques,1
CS Intelligent Systems,S-ITCS215,Algorithms and Complexity,graph problems,1
CS Intelligent Systems,S-ITCS215,Algorithms and Complexity,big o notation,1
CS Intelligent Systems,S-ITCS215,Algorithms and Complexity,asymptotic analysis,1
CS Intelligent Systems,S-ITCS215,Algorithms and Complexity,divide-and-conquer greedy methods,1
CS Intelligent Systems,S-ITCS215,Algorithms and Complexity,analysis,1
CS Intelligent Systems,S-ITCS215,Algorithms and Complexity,simple algorithms,1
CS Intelligent Systems,S-ITCS215,Algorithms and Complexity,greedy methods,1
CS Intelligent Systems,S-ITCS215,Algorithms and Complexity,design efficient algorithms,1
CS Intelligent Systems,S-ITCS215,Algorithms and Complexity,appropriate techniques,1
CS Intelligent Systems,S-ITCS215,Algorithms and Complexity,computational problems,1
CS Intelligent Systems,S-ITCS215LA,Algorithms and Complexity (Laboratory),graph algorithms,2
CS Intelligent Systems,S-ITCS215LA,Algorithms and Complexity (Laboratory),theoretical analysis,1
CS Intelligent Systems,S-ITCS215LA,Algorithms and Complexity (Laboratory),programs,1
CS Intelligent Systems,S-ITCS215LA,Algorithms and Complexity (Laboratory),fundamental sorting,1
CS Intelligent Systems,S-ITCS215LA,Algorithms and Complexity (Laboratory),dynamic programming solutions,1
CS Intelligent Systems,S-ITCS215LA,Algorithms and Complexity (Laboratory),real-world scenarios,1
CS Intelligent Systems,S-ITCS215LA,Algorithms and Complexity (Laboratory),test complex programs,1
CS Game Development,S-CSGD415LA,Advanced Game Programming Lab,design patterns,5
CS Game Development,S-CSGD415LA,Advanced Game Programming Lab,good programming skills,5
CS Game Development,S-CSGD415LA,Advanced Game Programming Lab,advanced game programming,5
CS Game Development,S-CSGD415LA,Advanced Game Programming Lab,practical problem-solving,5
CS Game Development,S-CSGD415LA,Advanced Game Programming Lab,mobile game programming,1
CS Game Development,S-CSGD415LA,Advanced Game Programming Lab,mobile game development,1
CS Game Development,S-CSGD415LA,Advanced Game Programming Lab,development,1
CS Game Development,S-CSGD415LA,Advanced Game Programming Lab,physics,1
CS Game Development,S-CSGD415LA,Advanced Game Programming Lab,demonstrate game programming capability,1
CS Game Development,S-CSGD415LA,Advanced Game Programming Lab,efficient game loop,1
CS Game Development,S-CSGD415LA,Advanced Game Programming Lab,mobile game application,1
CS Game Development,S-CSGD415LA,Advanced Game Programming Lab,game programming,1
CS Game Development,S-CSGD415LA,Advanced Game Programming Lab,virtual simulation technology,1
CS Game Development,S-CSGD415LA,Advanced Game Programming Lab,sensitivity,1
CS Game Development,S-CSGD415LA,Advanced Game Programming Lab,real-world problems,1
CS Game Development,S-CSGD415LA,Advanced Game Programming Lab,value,1
CS Game Development,S-CSGD415,Advanced Game Programming,design patterns,5
CS Game Development,S-CSGD415,Advanced Game Programming,good programming skills,5
CS Game Development,S-CSGD415,Advanced Game Programming,advanced game programming,5
CS Game Development,S-CSGD415,Advanced Game Programming,practical problem-solving,5
CS Game Development,S-CSGD415,Advanced Game Programming,mobile game programming,1
CS Game Development,S-CSGD415,Advanced Game Programming,mobile game development,1
CS Game Development,S-CSGD415,Advanced Game Programming,development,1
CS Game Development,S-CSGD415,Advanced Game Programming,physics,1
CS Game Development,S-CSGD415,Advanced Game Programming,demonstrate game programming capability,1
CS Game Development,S-CSGD415,Advanced Game Programming,efficient game loop,1
CS Game Development,S-CSGD415,Advanced Game Programming,mobile game application,1
CS Game Development,S-CSGD415,Advanced Game Programming,game programming,1
CS Game Development,S-CSGD415,Advanced Game Programming,virtual simulation technology,1
CS Game Development,S-CSGD415,Advanced Game Programming,sensitivity,1
CS Game Development,S-CSGD415,Advanced Game Programming,real-world problems,1
CS Game Development,S-CSGD415,Advanced Game Programming,value,1
CS Game Development,S-CSGD312,Game Design Principles and Practice,ideas,5
CS Game Development,S-CSGD312,Game Design Principles and Practice,game design document,5
CS Game Development,S-CSGD312,Game Design Principles and Practice,exposure,5
CS Game Development,S-CSGD312,Game Design Principles and Practice,game and game development,1
CS Game Development,S-CSGD312,Game Design Principles and Practice,game development process,5
CS Game Development,S-CSGD312,Game Design Principles and Practice,creation,5
CS Game Development,S-CSGD312,Game Design Principles and Practice,tools,1
CS Game Development,S-CSGD312,Game Design Principles and Practice,assets,1
CS Game Development,S-CSGD312,Game Design Principles and Practice,skills,1
CS Game Development,S-CSGD312,Game Design Principles and Practice,game engine,1
CS Game Development,S-CSGD312,Game Design Principles and Practice,proper game design documentation,1
CS Game Development,S-CSGD312,Game Design Principles and Practice,developing game,1
CS Game Development,S-CSGD426LA,Graphics and Animation,virtual reality,5
CS Game Development,S-CSGD426LA,Graphics and Animation,techniques,5
CS Game Development,S-CSGD426LA,Graphics and Animation,interactive 3d graphics,5
CS Game Development,S-CSGD426LA,Graphics and Animation,modelling tools,5
CS Game Development,S-CSGD426LA,Graphics and Animation,robotics simulations,5
CS Game Development,S-CSGD426LA,Graphics and Animation,computer games,5
CS Game Development,S-CSGD426LA,Graphics and Animation,simulation,1
CS Game Development,S-CSGD426LA,Graphics and Animation,2d and 3d graphics animation,1
CS Game Development,S-CSGD426LA,Graphics and Animation,skills,1
CS Game Development,S-CSGD426LA,Graphics and Animation,3d graphics animation,1
CS Game Development,S-CSGD426LA,Graphics and Animation,basic and advance 2d,1
CS Game Development,S-CSGD426LA,Graphics and Animation,design and development principles,1
CS Game Development,S-CSGD426LA,Graphics and Animation,software systems,1
CS Game Development,S-CSGD426LA,Graphics and Animation,varying complexity,1
CS Game Development,S-CSGD426LA,Graphics and Animation,21st century skills,1
CS Game Development,S-CSGD426,Graphics and Animation,virtual reality,5
CS Game Development,S-CSGD426,Graphics and Animation,techniques,5
CS Game Development,S-CSGD426,Graphics and Animation,interactive 3d graphics,5
CS Game Development,S-CSGD426,Graphics and Animation,modelling tools,5
CS Game Development,S-CSGD426,Graphics and Animation,robotics simulations,5
CS Game Development,S-CSGD426,Graphics and Animation,computer games,5
CS Game Development,S-CSGD426,Graphics and Animation,simulation,1
CS Game Development,S-CSGD426,Graphics and Animation,2d and 3d graphics animation,1
CS Game Development,S-CSGD426,Graphics and Animation,skills,1
CS Game Development,S-CSGD426,Graphics and Animation,3d graphics animation,1
CS Game Development,S-CSGD426,Graphics and Animation,basic and advance 2d,1
CS Game Development,S-CSGD426,Graphics and Animation,design and development principles,1
CS Game Development,S-CSGD426,Graphics and Animation,software systems,1
CS Game Development,S-CSGD426,Graphics and Animation,varying complexity,1
CS Game Development,S-CSGD426,Graphics and Animation,21st century skills,1
CS Game Development,S-CSGD324LA,Immersive Game Development,foundational game design concepts,1
CS Game Development,S-CSGD324LA,Immersive Game Development,game development,5
CS Game Development,S-CSGD324LA,Immersive Game Development,immersive game world design,1
CS Game Development,S-CSGD324LA,Immersive Game Development,design,5
CS Game Development,S-CSGD324LA,Immersive Game Development,depth,5
CS Game Development,S-CSGD324LA,Immersive Game Development,prototype,5
CS Game Development,S-CSGD324LA,Immersive Game Development,interactive experiences,5
CS Game Development,S-CSGD324LA,Immersive Game Development,mechanics,2
CS Game Development,S-CSGD324LA,Immersive Game Development,game logic,1
CS Game Development,S-CSGD324LA,Immersive Game Development,gameplay design,1
CS Game Development,S-CSGD324LA,Immersive Game Development,game ideas,1
CS Game Development,S-CSGD324LA,Immersive Game Development,feasibility,1
CS Game Development,S-CSGD324LA,Immersive Game Development,timelines,1
CS Game Development,S-CSGD324LA,Immersive Game Development,ui elements,1
CS Game Development,S-CSGD324LA,Immersive Game Development,game design,1
CS Game Development,S-CSGD324LA,Immersive Game Development,new games,1
CS Game Development,S-CSGD324LA,Immersive Game Development,existing games,1
CS Game Development,S-CSGD324LA,Immersive Game Development,ethical considerations,1
CS Game Development,S-CSGD324LA,Immersive Game Development,games,1
CS Game Development,S-CSGD324LA,Immersive Game Development,social and environmental issues,1
CS Game Development,S-CSGD324,Immersive Game Development,foundational game design concepts,1
CS Game Development,S-CSGD324,Immersive Game Development,game development,5
CS Game Development,S-CSGD324,Immersive Game Development,immersive game world design,1
CS Game Development,S-CSGD324,Immersive Game Development,design,5
CS Game Development,S-CSGD324,Immersive Game Development,depth,5
CS Game Development,S-CSGD324,Immersive Game Development,prototype,5
CS Game Development,S-CSGD324,Immersive Game Development,interactive experiences,5
CS Game Development,S-CSGD324,Immersive Game Development,mechanics,2
CS Game Development,S-CSGD324,Immersive Game Development,game logic,1
CS Game Development,S-CSGD324,Immersive Game Development,gameplay design,1
CS Game Development,S-CSGD324,Immersive Game Development,game ideas,1
CS Game Development,S-CSGD324,Immersive Game Development,feasibility,1
CS Game Development,S-CSGD324,Immersive Game Development,timelines,1
CS Game Development,S-CSGD324,Immersive Game Development,ui elements,1
CS Game Development,S-CSGD324,Immersive Game Development,game design,1
CS Game Development,S-CSGD324,Immersive Game Development,new games,1
CS Game Development,S-CSGD324,Immersive Game Development,existing games,1
CS Game Development,S-CSGD324,Immersive Game Development,ethical considerations,1
CS Game Development,S-CSGD324,Immersive Game Development,games,1
CS Game Development,S-CSGD324,Immersive Game Development,social and environmental issues,1
CS Game Development,S-CSGD323,Computer Animation and Simulation,other industry-standard tools,1
CS Game Development,S-CSGD323,Computer Animation and Simulation,techniques,5
CS Game Development,S-CSGD323,Computer Animation and Simulation,key components,1
CS Game Development,S-CSGD323,Computer Animation and Simulation,3d computer graphics,5
CS Game Development,S-CSGD323,Computer Animation and Simulation,architecture,5
CS Game Development,S-CSGD323,Computer Animation and Simulation,3d modeling,1
CS Game Development,S-CSGD323,Computer Animation and Simulation,product design,5
CS Game Development,S-CSGD323,Computer Animation and Simulation,robotics simulations,5
CS Game Development,S-CSGD323,Computer Animation and Simulation,applications,5
CS Game Development,S-CSGD323,Computer Animation and Simulation,computer games,5
CS Game Development,S-CSGD323,Computer Animation and Simulation,simulation,1
CS Game Development,S-CSGD323,Computer Animation and Simulation,3d software platforms,1
CS Game Development,S-CSGD323,Computer Animation and Simulation,industry-standard workflows,1
CS Game Development,S-CSGD323,Computer Animation and Simulation,asset optimization,1
CS Game Development,S-CSGD323,Computer Animation and Simulation,file management,1
CS Game Development,S-CSGD323,Computer Animation and Simulation,best practices,1
CS Game Development,S-CSGD323,Computer Animation and Simulation,teamwork,1
CS Game Development,S-CSGD323,Computer Animation and Simulation,professional standards,1
CS Game Development,S-CSGD323,Computer Animation and Simulation,3d production,1
CS Game Development,S-CSGD323,Computer Animation and Simulation,ethical considerations,1
CS Game Development,S-CSGD323,Computer Animation and Simulation,product development,1
CS Game Development,S-CSGD323,Computer Animation and Simulation,robotics,1
CS Game Development,S-CSGD323,Computer Animation and Simulation,game design,1
CS Game Development,S-CSGD323,Computer Animation and Simulation,3d assets,1
CS Game Development,S-CSGD323,Computer Animation and Simulation,resource-efficient modeling techniques,1
CS Game Development,S-CSGD323,Computer Animation and Simulation,responsible use,1
CS Game Development,S-CSGD323,Computer Animation and Simulation,computational and material resources,1
CS Game Development,S-CSGD323,Computer Animation and Simulation,self-created 3d models,1
CS Game Development,S-CSGD323,Computer Animation and Simulation,animation principles,1
CS Game Development,S-CSGD323,Computer Animation and Simulation,proficiency,1
CS Game Development,S-CSTH321,Thesis 1,procedures,5
CS Game Development,S-CSTH321,Thesis 1,field,5
CS Game Development,S-CSTH321,Thesis 1,systems design software engineering and current technologies,1
CS Game Development,S-CSTH321,Thesis 1,laboratory performance,5
CS Game Development,S-CSTH321,Thesis 1,research,5
CS Game Development,S-CSTH321,Thesis 1,some basic statistical designs,5
CS Game Development,S-CSTH321,Thesis 1,oral and written proposals,1
CS Game Development,S-CSTH321,Thesis 1,skills,1
CS Game Development,S-CSTH321,Thesis 1,multiple stakeholders,1
CS Game Development,S-CSTH321,Thesis 1,applications,1
CS Game Development,S-CSGD311,Introduction to Game Programming,basic and advance program codes,1
CS Game Development,S-CSGD311,Introduction to Game Programming,game software,5
CS Game Development,S-CSGD311,Introduction to Game Programming,effective and structured procedures,5
CS Game Development,S-CSGD311,Introduction to Game Programming,game development,1
CS Game Development,S-CSGD311,Introduction to Game Programming,designing game,1
CS Game Development,S-CSGD311,Introduction to Game Programming,developing game,1
CS Game Development,S-CSSE321LC,SOFTWARE ENGINEERING 1 LABORATORY,quality software,5
CS Game Development,S-CSSE321LC,SOFTWARE ENGINEERING 1 LABORATORY,software development,2
CS Game Development,S-CSSE321LC,SOFTWARE ENGINEERING 1 LABORATORY,application,1
CS Game Development,S-CSSE321LC,SOFTWARE ENGINEERING 1 LABORATORY,techniques,1
CS Game Development,S-CSSE321LC,SOFTWARE ENGINEERING 1 LABORATORY,managing software projects,1
CS Game Development,S-CSSE321LC,SOFTWARE ENGINEERING 1 LABORATORY,design principles,1
CS Game Development,S-CSSE321LC,SOFTWARE ENGINEERING 1 LABORATORY,software engineering concepts,1
CS Game Development,S-CSSE321LC,SOFTWARE ENGINEERING 1 LABORATORY,topics,1
CS Game Development,S-CSSE321LC,SOFTWARE ENGINEERING 1 LABORATORY,software,1
CS Game Development,S-CSSE321LC,SOFTWARE ENGINEERING 1 LABORATORY,software engineering,1
CS Game Development,S-CSSE321LC,SOFTWARE ENGINEERING 1 LABORATORY,software development life cycle,1
CS Game Development,S-CSSE321LC,SOFTWARE ENGINEERING 1 LABORATORY,software engineering paradigms,1
CS Game Development,S-CSSE321LC,SOFTWARE ENGINEERING 1 LABORATORY,life cycle,1
CS Game Development,S-CSSE321LC,SOFTWARE ENGINEERING 1 LABORATORY,agile software development methods,2
CS Game Development,S-CSSE321LC,SOFTWARE ENGINEERING 1 LABORATORY,software requirements,1
CS Game Development,S-CSSE321LC,SOFTWARE ENGINEERING 1 LABORATORY,different system models,1
CS Game Development,S-CSSE321LC,SOFTWARE ENGINEERING 1 LABORATORY,research,1
CS Game Development,S-CSSE321LC,SOFTWARE ENGINEERING 1 LABORATORY,21st century skills,1
CS Game Development,S-CSSE321LC,SOFTWARE ENGINEERING 1 LABORATORY,what software engineering,1
CS Game Development,S-CSSE321LC,SOFTWARE ENGINEERING 1 LABORATORY,different types,2
CS Game Development,S-CSSE321LC,SOFTWARE ENGINEERING 1 LABORATORY,different software engineering techniques,1
CS Game Development,S-CSSE321LC,SOFTWARE ENGINEERING 1 LABORATORY,software system,1
CS Game Development,S-CSSE321LC,SOFTWARE ENGINEERING 1 LABORATORY,ethical and professional issues,1
CS Game Development,S-CSSE321LC,SOFTWARE ENGINEERING 1 LABORATORY,software engineers,1
CS Game Development,S-CSSE321LC,SOFTWARE ENGINEERING 1 LABORATORY,examples,1
CS Game Development,S-CSSE321LC,SOFTWARE ENGINEERING 1 LABORATORY,software processes,1
CS Game Development,S-CSSE321LC,SOFTWARE ENGINEERING 1 LABORATORY,software process models,1
CS Game Development,S-CSSE321LC,SOFTWARE ENGINEERING 1 LABORATORY,evolution,1
CS Game Development,S-CSSE321LC,SOFTWARE ENGINEERING 1 LABORATORY,testing,1
CS Game Development,S-CSSE321LC,SOFTWARE ENGINEERING 1 LABORATORY,software requirements engineering,1
CS Game Development,S-CSSE321LC,SOFTWARE ENGINEERING 1 LABORATORY,design,1
CS Game Development,S-CSSE321LC,SOFTWARE ENGINEERING 1 LABORATORY,changes,1
CS Game Development,S-CSSE321LC,SOFTWARE ENGINEERING 1 LABORATORY,software process improvement,1
CS Game Development,S-CSSE321LC,SOFTWARE ENGINEERING 1 LABORATORY,software process quality,1
CS Game Development,S-CSSE321LC,SOFTWARE ENGINEERING 1 LABORATORY,agile and plan-driven development,1
CS Game Development,S-CSSE321LC,SOFTWARE ENGINEERING 1 LABORATORY,user stories,1
CS Game Development,S-CSSE321LC,SOFTWARE ENGINEERING 1 LABORATORY,important agile development practices,1
CS Game Development,S-CSSE321LC,SOFTWARE ENGINEERING 1 LABORATORY,pair programming and test-first development,1
CS Game Development,S-CSSE321LC,SOFTWARE ENGINEERING 1 LABORATORY,large software systems,1
CS Game Development,S-CSSE321LC,SOFTWARE ENGINEERING 1 LABORATORY,agile approaches,1
CS Game Development,S-CSSE321LC,SOFTWARE ENGINEERING 1 LABORATORY,agile development methods,1
CS Game Development,S-CSSE321LC,SOFTWARE ENGINEERING 1 LABORATORY,system requirements,1
CS Game Development,S-CSSE321LC,SOFTWARE ENGINEERING 1 LABORATORY,different ways,1
CS Game Development,S-CSSE321LC,SOFTWARE ENGINEERING 1 LABORATORY,user,1
CS Game Development,S-CSSE321LC,SOFTWARE ENGINEERING 1 LABORATORY,functional and nonfunctional software requirements,1
CS Game Development,S-CSSE321LC,SOFTWARE ENGINEERING 1 LABORATORY,engineering activities,1
CS Game Development,S-CSSE321LC,SOFTWARE ENGINEERING 1 LABORATORY,validation,1
CS Game Development,S-CSSE321LC,SOFTWARE ENGINEERING 1 LABORATORY,analysis,1
CS Game Development,S-CSSE321LC,SOFTWARE ENGINEERING 1 LABORATORY,management,1
CS Game Development,S-CSSE321LC,SOFTWARE ENGINEERING 1 LABORATORY,other requirements engineering activities,1
CS Game Development,S-CSSE321LC,SOFTWARE ENGINEERING 1 LABORATORY,software systems,1
CS Game Development,S-CSSE321LC,SOFTWARE ENGINEERING 1 LABORATORY,graphical models,1
CS Game Development,S-CSSE321LC,SOFTWARE ENGINEERING 1 LABORATORY,model,1
CS Game Development,S-CSSE321LC,SOFTWARE ENGINEERING 1 LABORATORY,behavior,1
CS Game Development,S-CSSE321LC,SOFTWARE ENGINEERING 1 LABORATORY,structure,1
CS Game Development,S-CSSE321LC,SOFTWARE ENGINEERING 1 LABORATORY,interaction,1
CS Game Development,S-CSSE321LC,SOFTWARE ENGINEERING 1 LABORATORY,context,1
CS Game Development,S-CSSE321LC,SOFTWARE ENGINEERING 1 LABORATORY,perspectives,1
CS Game Development,S-CSSE321LC,SOFTWARE ENGINEERING 1 LABORATORY,system modeling,1
CS Game Development,S-CSSE321LC,SOFTWARE ENGINEERING 1 LABORATORY,structural and behavioral models,1
CS Game Development,S-CSSE321LC,SOFTWARE ENGINEERING 1 LABORATORY,class,1
CS Game Development,S-CSSE412,Software Engineering 2,software requirements,1
CS Game Development,S-CSSE412,Software Engineering 2,designs,5
CS Game Development,S-CSSE412,Software Engineering 2,software systems,4
CS Game Development,S-CSSE412,Software Engineering 2,different system models,1
CS Game Development,S-CSSE412,Software Engineering 2,software architecture,1
CS Game Development,S-CSSE412,Software Engineering 2,architectural design,1
CS Game Development,S-CSSE412,Software Engineering 2,object-oriented software design,1
CS Game Development,S-CSSE412,Software Engineering 2,important implementation concerns,1
CS Game Development,S-CSSE412,Software Engineering 2,software testing and software testing processes,1
CS Game Development,S-CSSE412,Software Engineering 2,software evolution,1
CS Game Development,S-CSSE412,Software Engineering 2,software engineering,2
CS Game Development,S-CSSE412,Software Engineering 2,namely risk management and people management,1
CS Game Development,S-CSSE412,Software Engineering 2,two important management activities,1
CS Game Development,S-CSSE412,Software Engineering 2,21st century skills,1
CS Game Development,S-CSSE412,Software Engineering 2,system requirements,1
CS Game Development,S-CSSE412,Software Engineering 2,different ways,1
CS Game Development,S-CSSE412,Software Engineering 2,user,1
CS Game Development,S-CSSE412,Software Engineering 2,functional and non-functional software requirements,1
CS Game Development,S-CSSE412,Software Engineering 2,engineering activities,1
CS Game Development,S-CSSE412,Software Engineering 2,validation,1
CS Game Development,S-CSSE412,Software Engineering 2,analysis,1
CS Game Development,S-CSSE412,Software Engineering 2,other requirements engineering activities,1
CS Game Development,S-CSSE412,Software Engineering 2,management,1
CS Game Development,S-CSSE412,Software Engineering 2,models,1
CS Game Development,S-CSSE412,Software Engineering 2,graphical models,1
CS Game Development,S-CSSE412,Software Engineering 2,behavior,1
CS Game Development,S-CSSE412,Software Engineering 2,structure,1
CS Game Development,S-CSSE412,Software Engineering 2,interaction,1
CS Game Development,S-CSSE412,Software Engineering 2,context,1
CS Game Development,S-CSSE412,Software Engineering 2,perspectives,1
CS Game Development,S-CSSE412,Software Engineering 2,system modeling,1
CS Game Development,S-CSSE412,Software Engineering 2,model-driven engineering,1
CS Game Development,S-CSSE412,Software Engineering 2,structural and behavioral models,1
CS Game Development,S-CSSE412,Software Engineering 2,software,2
CS Game Development,S-CSSE412,Software Engineering 2,architectural patterns,1
CS Game Development,S-CSSE412,Software Engineering 2,well-tried ways,1
CS Game Development,S-CSSE412,Software Engineering 2,software architectures,1
CS Game Development,S-CSSE412,Software Engineering 2,system designs,1
CS Game Development,S-CSSE412,Software Engineering 2,application-specific architectural patterns,1
CS Game Development,S-CSSE412,Software Engineering 2,transaction processing and language processing systems,1
CS Game Development,S-CSSE412,Software Engineering 2,design patterns,1
CS Game Development,S-CSSE412,Software Engineering 2,design knowledge,1
CS Game Development,S-CSSE412,Software Engineering 2,open-source development,1
CS Game Development,S-CSSE412,Software Engineering 2,key issues,2
CS Game Development,S-CSSE412,Software Engineering 2,software reuse,1
CS Game Development,S-CSSE412,Software Engineering 2,acceptance testing,1
CS Game Development,S-CSSE412,Software Engineering 2,testing,1
CS Game Development,S-CSSE412,Software Engineering 2,development,1
CS Game Development,S-CSSE412,Software Engineering 2,system customers,1
CS Game Development,S-CSSE412,Software Engineering 2,test cases,1
CS Game Development,S-CSSE412,Software Engineering 2,techniques,1
CS Game Development,S-CSSE412,Software Engineering 2,program defects,1
CS Game Development,S-CSSE412,Software Engineering 2,tests,1
CS Game Development,S-CSSE412,Software Engineering 2,test-first development,1
CS Game Development,S-CSSE412,Software Engineering 2,code,1
CS Game Development,S-CSSE412,Software Engineering 2,release testing,1
CS Game Development,S-CSSE412,Software Engineering 2,testing- component testing,1
CS Game Development,S-CSSE412,Software Engineering 2,system testing,1
CS Game Development,S-CSSE412,Software Engineering 2,user testing,1
CS Game Development,S-CSSE412,Software Engineering 2,development testing,1
CS Game Development,S-CSSE412,Software Engineering 2,evolution,1
CS Game Development,S-CSSE412,Software Engineering 2,software change,1
CS Game Development,S-CSSE412,Software Engineering 2,businesses,1
CS Game Development,S-CSSE412,Software Engineering 2,legacy systems,2
CS Game Development,S-CSSE412,Software Engineering 2,different types,1
CS Game Development,S-CSSE412,Software Engineering 2,legacy software systems,1
CS Game Development,S-CSSE412,Software Engineering 2,changes,1
CS Game Development,S-CSSE412,Software Engineering 2,software maintenance,1
CS Game Development,S-CSSE412,Software Engineering 2,software projects,1
CS Game Development,S-CSSE412,Software Engineering 2,risk management,1
CS Game Development,S-CSSE412,Software Engineering 2,personal motivation,1
CS Game Development,S-CSSE412,Software Engineering 2,factors,1
CS Game Development,S-CSSE412,Software Engineering 2,communication,1
CS Game Development,S-CSSE412LA,Software Engineering 2 Laboratory,software requirements,1
CS Game Development,S-CSSE412LA,Software Engineering 2 Laboratory,designs,5
CS Game Development,S-CSSE412LA,Software Engineering 2 Laboratory,software systems,4
CS Game Development,S-CSSE412LA,Software Engineering 2 Laboratory,different system models,1
CS Game Development,S-CSSE412LA,Software Engineering 2 Laboratory,software architecture,1
CS Game Development,S-CSSE412LA,Software Engineering 2 Laboratory,architectural design,1
CS Game Development,S-CSSE412LA,Software Engineering 2 Laboratory,object-oriented software design,1
CS Game Development,S-CSSE412LA,Software Engineering 2 Laboratory,important implementation concerns,1
CS Game Development,S-CSSE412LA,Software Engineering 2 Laboratory,software testing and software testing processes,1
CS Game Development,S-CSSE412LA,Software Engineering 2 Laboratory,software evolution,1
CS Game Development,S-CSSE412LA,Software Engineering 2 Laboratory,software engineering,2
CS Game Development,S-CSSE412LA,Software Engineering 2 Laboratory,namely risk management and people management,1
CS Game Development,S-CSSE412LA,Software Engineering 2 Laboratory,two important management activities,1
CS Game Development,S-CSSE412LA,Software Engineering 2 Laboratory,21st century skills,1
CS Game Development,S-CSSE412LA,Software Engineering 2 Laboratory,system requirements,1
CS Game Development,S-CSSE412LA,Software Engineering 2 Laboratory,different ways,1
CS Game Development,S-CSSE412LA,Software Engineering 2 Laboratory,user,1
CS Game Development,S-CSSE412LA,Software Engineering 2 Laboratory,functional and nonfunctional software requirements,1
CS Game Development,S-CSSE412LA,Software Engineering 2 Laboratory,engineering activities,1
CS Game Development,S-CSSE412LA,Software Engineering 2 Laboratory,validation,1
CS Game Development,S-CSSE412LA,Software Engineering 2 Laboratory,analysis,1
CS Game Development,S-CSSE412LA,Software Engineering 2 Laboratory,other requirements engineering activities,1
CS Game Development,S-CSSE412LA,Software Engineering 2 Laboratory,management,1
CS Game Development,S-CSSE412LA,Software Engineering 2 Laboratory,models,1
CS Game Development,S-CSSE412LA,Software Engineering 2 Laboratory,graphical models,1
CS Game Development,S-CSSE412LA,Software Engineering 2 Laboratory,behavior,1
CS Game Development,S-CSSE412LA,Software Engineering 2 Laboratory,structure,1
CS Game Development,S-CSSE412LA,Software Engineering 2 Laboratory,interaction,1
CS Game Development,S-CSSE412LA,Software Engineering 2 Laboratory,context,1
CS Game Development,S-CSSE412LA,Software Engineering 2 Laboratory,perspectives,1
CS Game Development,S-CSSE412LA,Software Engineering 2 Laboratory,system modeling,1
CS Game Development,S-CSSE412LA,Software Engineering 2 Laboratory,model-driven engineering,1
CS Game Development,S-CSSE412LA,Software Engineering 2 Laboratory,structural and behavioral models,1
CS Game Development,S-CSSE412LA,Software Engineering 2 Laboratory,software,2
CS Game Development,S-CSSE412LA,Software Engineering 2 Laboratory,architectural patterns,1
CS Game Development,S-CSSE412LA,Software Engineering 2 Laboratory,software architectures,1
CS Game Development,S-CSSE412LA,Software Engineering 2 Laboratory,system designs,1
CS Game Development,S-CSSE412LA,Software Engineering 2 Laboratory,ways,1
CS Game Development,S-CSSE412LA,Software Engineering 2 Laboratory,application-specific architectural patterns,1
CS Game Development,S-CSSE412LA,Software Engineering 2 Laboratory,transaction processing and language processing systems,1
CS Game Development,S-CSSE412LA,Software Engineering 2 Laboratory,design patterns,1
CS Game Development,S-CSSE412LA,Software Engineering 2 Laboratory,design knowledge,1
CS Game Development,S-CSSE412LA,Software Engineering 2 Laboratory,open-source development,1
CS Game Development,S-CSSE412LA,Software Engineering 2 Laboratory,key issues,2
CS Game Development,S-CSSE412LA,Software Engineering 2 Laboratory,software reuse,1
CS Game Development,S-CSSE412LA,Software Engineering 2 Laboratory,acceptance testing,1
CS Game Development,S-CSSE412LA,Software Engineering 2 Laboratory,testing,1
CS Game Development,S-CSSE412LA,Software Engineering 2 Laboratory,development,1
CS Game Development,S-CSSE412LA,Software Engineering 2 Laboratory,system customers,1
CS Game Development,S-CSSE412LA,Software Engineering 2 Laboratory,test cases,1
CS Game Development,S-CSSE412LA,Software Engineering 2 Laboratory,techniques,1
CS Game Development,S-CSSE412LA,Software Engineering 2 Laboratory,program defects,1
CS Game Development,S-CSSE412LA,Software Engineering 2 Laboratory,tests,1
CS Game Development,S-CSSE412LA,Software Engineering 2 Laboratory,test-first development,1
CS Game Development,S-CSSE412LA,Software Engineering 2 Laboratory,code,1
CS Game Development,S-CSSE412LA,Software Engineering 2 Laboratory,release testing,1
CS Game Development,S-CSSE412LA,Software Engineering 2 Laboratory,testing- component testing,1
CS Game Development,S-CSSE412LA,Software Engineering 2 Laboratory,system testing,1
CS Game Development,S-CSSE412LA,Software Engineering 2 Laboratory,user testing,1
CS Game Development,S-CSSE412LA,Software Engineering 2 Laboratory,development testing,1
CS Game Development,S-CSSE412LA,Software Engineering 2 Laboratory,evolution,1
CS Game Development,S-CSSE412LA,Software Engineering 2 Laboratory,software change,1
CS Game Development,S-CSSE412LA,Software Engineering 2 Laboratory,businesses,1
CS Game Development,S-CSSE412LA,Software Engineering 2 Laboratory,legacy systems,2
CS Game Development,S-CSSE412LA,Software Engineering 2 Laboratory,different types,1
